registration,association_name,address,type,registration_status,enforcement_status,reg_date
CR23002733,"LYNBROOK COURTS CONDOMINIUM ASSOCATION, INC.",12964 SW 133 CT MIAMI FLORIDA 33186,Condominium,Issued,No,01-31-2027
CR23002735,"BYRON BAY ASSOCIATION, INC.",8201 BYRON AVE MIAMI BEACH FL 33141,Condominium,Issued,No,01-31-2027
CR23002736,"PORTSVIEW AT THE WATERWAYS CONDOMINIUM ASSOCIATION, INC.",3610 YACHT CLUB DR AVENTURA FLORIDA 33180,Condominium,Issued,No,01-31-2027
CR23002741,"THE GREENS AT DORAL CONDOMINIUM ASSOCIATION, INC.",4630 NW 97TH PL DORAL FL 33178,Condominium,Issued,No,01-31-2027
CR23002743,WINDWOOD CONDOMINIUM ASSOCIATION INC.,5901 NW 151 ST STREET SUITE 100 MIAMI LAKES FL 33014,Condominium,Issued,No,01-31-2027
CR23002744,"GROVE VILLAS WEST HOMEOWNERS ASSOCIATION, INC.",81 TERR SW 152 CT MIAMI FL 33193,Homeowner,Issued,No,01-31-2027
CR23002745,"MIDTOWN DORAL CONDOMINIUM 1 ASSOCIATION, INC.",7661 NW 107 AVE DORAL FL 33178,Condominium,Issued,No,01-31-2027
CR23002748,"MIDTOWN DORAL CONDOMINIUM 2 ASSOCIATION, INC.",7751 NW 107TH AVE DORAL FL 33178,Condominium,Issued,No,01-31-2027
CR23002749,GARDEN HOMES AT THE MOORS MAINTENANCE ASSOC,17321 NW 66 CT HIALEAH FL 33015,Homeowner,Issued,No,01-31-2027
CR23002750,"AQUA VISTA TOWNHOMES CONDOMINIUM ASSOCIATION, INC.",2046 NE 167 ST NORTH MIAMI BEACH FL 33162,Condominium,Issued,No,01-31-2027
CR23002751,"DOUGLAS GRAND CONDOMINIUM ASSOCIATION, INC.",50 MENORES AVE CORAL GABLES FL 33134,Condominium,Issued,No,01-31-2027
CR23002752,"MIDTOWN DORAL CONDOMINIUM 3 ASSOCIATION, INC.",7825 NW 107 AVE DORAL FL 33178,Condominium,Issued,No,01-31-2027
CR23002753,"MIDTOWN DORAL CONDOMINIUM 4 ASSOCIATION, INC.",7875 NW 107 AVE DORAL FL 33178,Condominium,Issued,No,01-31-2027
CR23002754,"DORAL MEADOWS HOMEOWNERS' ASSOCIATION, INC.",4667 NW 111 COURT DORAL FL 33178,Homeowner,Issued,No,01-31-2027
CR23002755,"MONTEREY AT MALIBU BAY CONDOMINIUM ASSOCIATION, INC.",3785 NW 82ND AVE DORAL FL 33166,Condominium,Issued,No,01-31-2027
CR23002756,"RUSTIC ESTATES, INC.",13876 SW 56TH ST MIAMI FL 33175,Homeowner,Issued,No,01-31-2027
CR23002757,"THE JOCKEY CLUB CONDOMINIUM APARTMENTS, INC.",11111 BISCAYNE BLVD. MIAMI FL 33181,Condominium,Expired,Yes,01-31-2026
CR23002758,"VILLAGE OF CAMPO SANO CONDOMINIUM ASSOCIATION, INC.",1107 CAMPO SANO AVENUE MIAMI FLORIDA 33157,Condominium,Issued,No,01-31-2027
CR23002759,"GABLES HARBOUR CONDOMINIUM APARTMENTS ASSOCIATION, INC.",6901 EDGEWATER DR MIAMI FLORIDA 33157,Condominium,Issued,No,01-31-2027
CR23002760,BIRD ROAD CONDOMINIUM ASSOCIATION INC.,P.O. BOX 960070 MIAMI FL 33296,Condominium,Issued,No,01-31-2027
CR23002762,"BERMUDA VILLAGE (CORAL GABLES) ASSOCIATION, INC.","9000 SW 152 STREET, SUITE 102 MIAMI FLORIDA 33157",Condominium,Issued,No,01-31-2027
CR23002763,"ALEXTE WAREHOUSE CONDOMINIUM ASSOCIATION, INC.","9000 SW 152 STREET, SUITE 102 MIAMI FLORIDA 33157",Condominium,Abandoned,No,
CR23002765,"COLONNADE BAY CONDOMINIUM ASSOCIATION, INC.",8530 BYRON AVENUE MIAMI BEACH FL 33141,Condominium,Issued,No,01-31-2027
CR23002766,"RIVIERA VILLAS CONDOMINIUM ASSOCIATION, INC.",1220 71ST STREET MIAMI FL 33141,Condominium,Issued,No,01-31-2027
CR23002767,"ROYAL PALM ASSOCIATION , INC.",428 SW 5 AVE MIAMI FL 33130,Condominium,Issued,No,01-31-2027
CR23002768,"ROLLING GREEN CONDOMINIUM D, INC.",1401 N.E. 191ST STREET NORTH MIAMI BEACH FL 33179,Condominium,Issued,No,01-31-2027
CR23002771,"GRATIGNY PARK CONDOMINIUM NO. 1, INC",305 W 68TH ST #1 HIALEAH FL 33014,Condominium,Issued,No,01-31-2027
CR23002772,"CONDOMINIUM E ASSOCIATION AT MEDITERRANEA, INC.",347 IVES DAIRY ROD MIAMI FL 33179,Condominium,Expired,Yes,01-31-2026
CR23002774,"FOURTH FORUM CONDOMINIUM CORP., INC.",1304 NE 191ST ST NORTH MIAMI BEACH FL 33179,Condominium,Issued,No,01-31-2027
CR23002775,"VILLAGE HOMES AT COUNTRY WALK NO. 1-9 MAINTENANCE ASSOCIATION, INC.",13720 SW 147 CIR LN MIAMI FLORIDA 33186,Master Association,Issued,No,01-31-2027
CR23002776,"SEVENTH HORIZON CONDOMINIUM, INC.",18901 NE 14 AVE NORTH MIAMI BEACH. FL 33179,Condominium,Issued,No,01-31-2027
CR23002777,"SOUTH SHORE CONDOMINIUM ASSOCIATION, INC.","8950 NE 8TH AVE, SUITE 209 MIAMI FL 33138",Condominium,Issued,No,01-31-2027
CR23002778,"THIRD HORIZONS CONDOMINIUM, INC.",1530 NE 191 STREET NORTH MIAMI BEACH FL 33179,Condominium,Issued,No,01-31-2027
CR23002779,"GROVE VIEW GARDEN HOMES ASSOCIATION, INC.",3475 SW 1 AVE MIAMI FL 33145,Homeowner,Issued,No,01-31-2027
CR23002780,"POINT BAY NORTH CONDOMINIUM, INC.",520 NE 38TH STREET MIAMI FL 33137,Condominium,Issued,No,01-31-2027
CR23002781,"GREYNOLDS PARK CLUB ASSOCIATION, INC.",17890 W DIXIE HWY NORTH MIAMI BEACH FLORIDA 33160,Condominium,Issued,No,01-31-2027
CR23002782,"PARAMOUNT MIAMI WORLDCENTER CONDOMINIUM ASSOCIATION, INC.","851 NE 1ST AVE, SUITE 600 MIAMI FL 33132",Condominium,Issued,No,01-31-2027
CR23002783,"THE OAKS AT SOUTH MIAMI CONDOMINIUM ASSOCIATION, INC.",6310 AND 6330 SW 79TH STREET SOUTH MIAMI FLORIDA 33143,Condominium,Expired,Yes,01-31-2026
CR23002785,"FAIRWAY LAKES VILLAGE HOMEOWNERS, INC",974 NW 106 AVE CIRCLE MIAMI FL 33172,Homeowner,Issued,No,01-31-2027
CR23002786,FIRST FORUM CONDOMINIUM CORP. INC.,18900 NE 14 AVE NORTH MIAMI BEACH FLORIDA 33179,Condominium,Issued,No,01-31-2027
CR23002787,VILLAGE OF DORAL CHASE ASSOCIATION INC,4331 NW 102 AVENUE DORAL FL 33178,Homeowner,Issued,No,01-31-2027
CR23002788,"8300 BYRON AVE. CONDOMINIUM ASSOCIATION, INC.",8300 BYRON AVE MIAMI BEACH FL 33141,Condominium,Expired,Yes,01-31-2026
CR23002789,JOHN CHARLES CONDOMINIUM ASSOCIATION INC,7646 ABBOTT AVE MIAMI BEACH FL 33141,Condominium,Issued,No,01-31-2027
CR23002790,"APARTMENTS ENCHANTE ASSOCIATION, INC.",1960 MARSEILLE DR MIAMI BEACH FL 33141,Condominium,Issued,No,01-31-2027
CR23002792,"MARQUIS VILLAS-I CONDOMINIUM ASSOCIATION, INC.",6751 - 6767 NW 182 STREET MIAMI LAKES FLORIDA 33015,Condominium,Issued,No,01-31-2027
CR23002793,"THE PARK TOWNHOMES CONDOMINIUM NO.II ASSOCIATION, INC.",3402-3488 SW 112 AVE MIAMI FL 33165,Condominium,Issued,No,01-31-2027
CR23002794,"MARIPOSA MANOR ASSOCIATION, INC.",1235 MARIPOSA AVENUE CORAL GABLES FL 33146,Condominium,Issued,No,01-31-2027
CR23002795,VILLAGE OF DORAL SANDS ASSOCIATION INC,10600 NW 52ND TERRACE DORAL FL 33178,Homeowner,Issued,No,01-31-2027
CR23002796,"SECOND HORIZONS CONDOMINIUM, INC.",1500 NE 191ST ST NORTH MIAMI BEACH FLORIDA 33179,Condominium,Issued,No,01-31-2027
CR23002798,"PENN TERRACE TOWERS, INC.",730 PENNSYLVANIA AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23002799,"BELIZE AT THE OASIS NEIGHBORHOOD ASSOCIATION, INC.","381 N. KROME AVENUE, SUITE 205 HOMESTEAD FL 33030",Homeowner,Issued,No,01-31-2027
CR23002800,"THE POINCIANA VILLAGE CONDOMINIUM ASSOCIATION, INC.",201 & 269 NW 7 STREET MIAMI FL 33136,Condominium,Issued,No,01-31-2027
CR23002801,"SKY LAKE GARDENS NO. 2. INC., A CONDOMINIUM",1663 NE MIAMI GARDENS DR NORTH MIAMI BEACH FL 33179,Condominium,Issued,No,01-31-2027
CR23002802,CENTENNIAL HOMEOWNERS ASSOCIATION INC.,381 N KROME AVE HOMESTEAD FL 33030,Homeowner,Issued,No,01-31-2027
CR23002803,EAGLE COVE HOMEOWNERS ASSOCIATION INC,11137 NW 43RD LANE DORAL FL 33178,Homeowner,Issued,No,01-31-2027
CR23002804,"SIXTH FORUM CONDOMINIUM CORP., INC. (A CONDOMINIUM ASSOCIATION)",1300 NE 191ST ST NORTH MIAMI BEACH FL 33179-4034,Condominium,Issued,No,01-31-2027
CR23002805,"THE CITADEL CONDOMINIUM ASSOCIATION, INC.",102 SW 6TH AVENUE MIAMI FL 33136,Condominium,Issued,No,01-31-2027
CR23002806,"CARMEL LAKES CONDOMINIUM NO. 1 ASSOCIATION, INC.",469 NE 207 LN MIAMI FL 33179,Condominium,Issued,No,01-31-2027
CR23002807,"ROLLING GREEN B CONDOMINIUM ASSOCIATION, INC.",1601 NE 191ST ST NORTH MIAMI BEACH FL 33179,Condominium,Issued,No,01-31-2027
CR23002808,"FLORIDIAN BAY ESTATES AT WATERSTONE HOMEOWNERS ASSOCIATION, INC.",4002 WATERSTONE WAY HOMESTEAD FL 33030,Homeowner,Issued,No,01-31-2027
CR23002810,"CARMEL LAKES CONDOMINIUM NO. 5 ASSOCIATION, INC.",444 NE 206 LN MIAMI FL 33179,Condominium,Issued,No,01-31-2027
CR23002811,"GABLES MARQUIS CONDOMINIUM ASSOCIATION, INC.",3232 CORAL WAY MIAMI FL 33145,Condominium,Issued,No,01-31-2027
CR23002812,"ROLLING GREEN CONDOMINIUM G, INC.",1201 NE 191 ST NORTH MIAMI BEACH FL 33179,Condominium,Issued,No,01-31-2027
CR23002813,FLORIDIAN ISLE AT WATERSTONE TOWNHOMES HOMEOWNERS ASSOCIATION INC.,24-26 AVE NE 41-42 PL HOMESTEAD FL 33030,Homeowner,Issued,No,01-31-2027
CR23002815,"MAYFIELD CONDOMINIUM ASSOCIATION, INC.",1395 BRICKELL AVE MIAMI FLORIDA 33131,Condominium,Issued,No,01-31-2027
CR23002816,PEPPERMILL AT KENDALE LAKES WEST CONDO ASSN INC,8000 SW 149TH AVE MIAMI FL 33193-1402,Condominium,Issued,No,01-31-2027
CR23002817,"CARMEL LAKES CONDOMINIUM NO. 6 ASSOCIATION, INC.",468 NE 206 LN MIAMI FL 33179,Condominium,Issued,No,01-31-2027
CR23002818,"ROLLING GREEN CONDOMINIUM A, INC.",1701 NE 191 ST NORTH MIAMI BEACH FL 33179-4215,Condominium,Issued,No,01-31-2027
CR23002820,"SON VIDA CONDOMINIUM ASSOCIATION, INC.",1035 W 77 ST HIALEAH FL 33014,Condominium,Issued,No,01-31-2027
CR23002821,"CARMEL LAKES CONDOMINIUM 7 ASSOCIATION, INC.",20681 NE 4 PL MIAMI FL 33179,Condominium,Issued,No,01-31-2027
CR23002822,"AZUL AT FONTAINEBLEAU CONDOMINIUM ASSOCIATION, INC.",8251 & 8261 NW 8 STREET MIAMI FL 33126,Condominium,Issued,No,01-31-2027
CR23002823,"GOLF RIDGE VILLAS CONDOMINIUM UNIT A, INC.",20490 NW 7TH AVE MIAMI FL 33169,Condominium,Issued,No,01-31-2027
CR23002825,"LAGO MAR TOWNHOMES ASSOCIATION, INC.",10300 SUNSET DR HOMESTEAD FL 33030,Homeowner,Issued,No,01-31-2027
CR23002827,"SOUTH LAKE VILLAGE II CONDOMINIUM ASSOCIATION, INC.",15410 S.W. 74TH COURT MIAMI FL 33193,Condominium,Issued,No,01-31-2027
CR23002829,"OASIS COMMUNITY HOMEOWNERS ASSOCIATION, INC.",SW 152 AVENUE OR SW 147 AVENUE HOMESTEAD FL 33033,Master Association,Issued,No,01-31-2027
CR23002830,"THE INTERNATIONAL CONDOMINIUM, INC.",6780 W 2ND CT HIALEAH FL 33012,Condominium,Issued,No,01-31-2027
CR23002833,PEBBLEBROOK HOMEOWNERS ASSOCIATION INC,25 CT NE 41 TERR HOMESTEAD FL 33030,Homeowner,Issued,No,01-31-2027
CR23002834,"SPANISH TRACE CONDOMINIUM ASSOCIATION, INC.",10766 N KENDALL DRIVE MIAMI FL 33176,Condominium,Issued,No,01-31-2027
CR23002835,"KENDALL ACRES CONDOMINIUM, INC.",10375-A NORTH KENDALL DRIVE MIAMI FL 33176,Condominium,Issued,No,01-31-2027
CR23002836,"THE CORAL CREST CONDOMINIUM ASSOCIATION, INC.",15250 SW 76 ST MIAMI FL 33296,Condominium,Issued,No,01-31-2027
CR23002837,VILLA DORAL MASTER HOMEOWNERS ASSOCIATION INC.,4700 NW 114 AVENUE DORAL FL 33178,Homeowner,Issued,No,01-31-2027
CR23002838,KEYSTONE GARDENS CONDO INC,"2430 NE 135 ST, MIAMI FL 33181",Condominium,Issued,No,01-31-2027
CR23002840,"REGATTA POINTE - MIAMI LAKES CONDOMINIUM ASSOCIATION, INC.",14621 BALGOWAN RD MIAMI LAKES FL 33015,Condominium,Issued,No,01-31-2027
CR23002841,"THE RONEY PALACE CONDOMINIUM ASSOCIATION, INC.",2301 COLLINS AVE. SUITE M-1 MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23002842,"SAN SIMEON HOMES HOMEOWNERS ASSOCIATION, INC.",21300 SAN SIMEON WAY MIAMI FL 33179,Homeowner,Issued,No,01-31-2027
CR23002843,"YOLANDA VILLAS CONDOMINIUM ASSOCIATION, INC.",801 NW 47TH AVE MIAMI FL 33126,Condominium,Issued,No,01-31-2027
CR23002844,DORAL GARDENS HOMEOWNERS ASSOCIATION INC,112 AVE & NW 53 LN DORAL FL 33166,Homeowner,Issued,No,01-31-2027
CR23002845,"KENDALL GATE - A CONDOMINIUM, INC.",10850 SW 88TH ST MIAMI FLORIDA 33176,Condominium,Issued,No,01-31-2027
CR23002846,"PORTOFINO ESTATES PROPERTY OWNERS ASSOCIATION, INC.",2293 NE 37 RD HOMESTEAD FL 33030,Homeowner,Issued,No,01-31-2027
CR23002847,LUDLUM LAKE TOWNHOUSE SECTION TWO ASSOCIATION INC.,7040 NW 169 ST DORAL FL 33012,Condominium,Issued,No,01-31-2027
CR23002848,PORTOFINO LAKES PROPERTY OWNERS ASSOCIATION INC.,1760 NE 37 TH AVE HOMESTEAD FL 33030,Homeowner,Issued,No,01-31-2027
CR23002849,"ISOLA HOMEOWNERS ASSOCIATION, INC.",11350 SW 250TH TER HOMESTEAD FLORIDA 33032,Homeowner,Issued,No,01-31-2027
CR23002850,"PORTOVITA HOMEOWNERS ASSOCIATION, INC.",180 SE 26TH AVE HOMESTEAD FLORIDA 33033,Homeowner,Issued,No,01-31-2027
CR23002851,"SEAGRAPE PROPERTY OWNERS ASSOCIATION, INC.",381 N KROME AVENUE HOMESTEAD FL 33030,Homeowner,Issued,No,01-31-2027
CR23002852,"PORTOFINO TOWERS CONDOMINIUM ASSOCIATION, INC.",300 SOUTH POINTE DR MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23002853,"STONEBROOK HOA, INC.",381 N KROME AVENUE HOMESTEAD FL 33030,Homeowner,Issued,No,01-31-2027
CR23002854,"IVES DAIRY TOWNHOMES HOMEOWNERS ASSOCIATION, INC.",20686 NE 10 PL NORTH MIAMI BEACH FL 33179,Homeowner,Issued,No,01-31-2027
CR23002855,"PORTOFINO/SOUTH POINTE MASTER ASSOCIATION, INC.",300 SOUTH POINTE DR MIAMI BEACH FL 33139,Master Association,Issued,No,01-31-2027
CR23002856,"VENETIA GARDENS SOUTH CONDOMINIUM ASSOCIATION, INC.","C/O 381 N. KROME AVENUE, SUITE 205 HOMESTEAD FL 33030",Condominium,Issued,No,01-31-2027
CR23002857,"HIDDEN COVE OWNERS' ASSOCIATION, INC.",2654-2696 NE 135 STREET NORTH MIAMI FL 33181,Homeowner,Issued,No,01-31-2027
CR23002858,"LAKE PARK CONDOMINIUM I, INC.",900 NE 199 ST NORTH MIAMI BEACH FL 33179,Condominium,Issued,No,01-31-2027
CR23002859,"VENTANAS DEL SOL HOMEOWNERS' ASSOCIATION, INC.","C/O 381 N. KROME AVENUE, SUITE 205 HOMESTEAD FL 33030",Homeowner,Issued,No,01-31-2027
CR23002860,"KENDALL PALMS CONDOMINIUM ASSOCIATION, INC.",8589 SW 109TH AVE MIAMI FL 33173,Condominium,Issued,No,01-31-2027
CR23002861,"ORCHID BAY CONDOMINIUM ASSOCIATION, INC.",3940 NE 168 STREET NORTH MIAMI BEACH FL 33160,Condominium,Issued,No,01-31-2027
CR23002862,"VILLAS AT CARMEL CONDOMINIUM NO. 1 ASSOCIATION, INC.",C/O 381 KROME AVE #205 HOMESTEAD FL 33030,Condominium,Issued,No,01-31-2027
CR23002863,POINCIANA AT MIAMI CONDOMINIUM ASSOCIATION INC.,600 N.W. 32ND PLACE MIAMI FL 33125,Condominium,Issued,No,01-31-2027
CR23002864,WOODCREEK CONDOMINIUM ASSOCIATION INC.,1801 NE 140TH STREET APT 301 NORTH MIAMI FLORIDA 33181,Condominium,Issued,No,01-31-2027
CR23002865,"LENOX VILLAGE A CONDOMINIUM ASSOCIATION, INC.",1040 10TH STREET MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23002866,"HARDING GARDENS CONDOMINIUN ASSOCIATION, INC.",6920 HARDING GARDENS AVE. MIAMI BEACH- F-33141L MIAMI BEACH FL 33141,Condominium,Issued,No,01-31-2027
CR23002867,"VALENCIA ESTATES HOMEOWNERS' ASSOCIATION, INC",40306 FISHER ISLAND DR MIAMI BEACH FL 33139,Homeowner,Issued,No,01-31-2027
CR23002868,"EDGEWATER PLACE, INC.",7740 ABBOTT AVENUE MIAMI BEACH FL 33141,Condominium,Issued,No,01-31-2027
CR23002869,"DORAL GARDENS II CONDOMINIUM ASSOCIATION, INC.",4920 NW 79TH AVE MIAMI FL 33166,Condominium,Issued,No,01-31-2027
CR23002870,WESTBIRD VILLAGE CONDOMINIUM ASSOCIATION INC.,2520 NW 97TH AVE DORAL FL 33172,Condominium,Issued,No,01-31-2027
CR23002871,"EDGEWATER PARK HOMEOWNERS' ASSOCIATION, INC.",13400 SW 115TH PL MIAMI FL 33176,Homeowner,Issued,No,01-31-2027
CR23002872,"SONOMA AT THE VINEYARDS HOMEOWNERS ASSOCIATION, INC.",520 SE 37TH AVENUE HOMESTEAD FL 33033,Homeowner,Issued,No,01-31-2027
CR23002873,"THE TERRACES NORTH AT TURNBERRY CONDOMINIUM ASSOCIATION, INC.",20191 E COUNTRY CLUB DR NORTH MIAMI BEACH FL 33180,Condominium,Issued,No,01-31-2027
CR23002875,"WOODSIDE APARTMENTS ASSOCIATION, INC.",16950 W DIXIE HWY NORTH MIAMI BEACH FL 33160,Condominium,Issued,No,01-31-2027
CR23002876,"BRIDGEPORT VILLAS CONDOMINIUM, INC.",3099 BIRD AVE MIAMI FL 33157,Condominium,Issued,No,01-31-2027
CR23002877,MERIDIAN PLAZA ASSOC CONDO INC,9000 SW 152 ST #102 MIAMI FL 33157,Condominium,Abandoned,No,
CR23002879,"REEF CLUB CONDOMINIUM ASSOCIATION, INC",16558 NE 26TH AVE NORTH MIAMI BEACH FL 33160,Condominium,Expired,Yes,01-31-2026
CR23002881,"CAPTIVA CONDOMINIUM D ASSOCIATION, INC.",10720 NW 66TH ST DORAL FL 33178,Condominium,Expired,Yes,01-31-2026
CR23002882,"CARIBBEAN GARDENS CONDOMINIUM ASSOCIATION, INC.",9000 SW 152 ST MIAMI FL 33157,Condominium,Issued,No,01-31-2027
CR23002883,ROYAL SOUTH BEACH CONDO ASSN INC,PO BOX 415700 MIAMI BEACH FL 33141,Condominium,Abandoned,No,
CR23002885,"THE AMBASSADORS CONDOMINIUM ASSOCIATION, INC.",227 MICHIGAN AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23002886,"GALAPAGOS AT ISLANDS AT DORAL PHASE II NEIGHBORHOOD ASSOCIATION, INC.",11177 NW 84TH STREET MIAMI FL 33178,Homeowner,Issued,No,01-31-2027
CR23002887,"LAS DELICIAS CONDOMINIUM ASSOCIATION, INC.",7601 DICKENS AVE MIAMI BEACH FL 33141,Condominium,Issued,No,01-31-2027
CR23002889,"THE GROVES AT OLD CUTLER HOMEOWNERS ASSOCIATION, INC.",9000 SW 152 ST MIAMI FL 33157,Homeowner,Issued,No,01-31-2027
CR23002890,"THE CLINTON ASSOCIATION, INC.",6545 INDIAN CREEK DR MIAMI BEACH FL 33141,Condominium,Issued,No,01-31-2027
CR23002891,"ESTATES AT MENDOCINO AT MALIBU BAY NEIGHBORHOOD ASSOCIATION, INC.",3785 NW 82ND AVE HOMESTEAD FL 33033,Homeowner,Expired,Yes,01-31-2026
CR23002892,"THE MOORS PATIO HOMES MAINTENANCE ASSOCIATION, INC.",17321 NW 66 CT HIALEAH FL 33015,Homeowner,Issued,No,01-31-2027
CR23002893,"MYSTIC POINTE MARINA CONDOMINIUM ASSOCIATION, INC.",3575 MYSTIC POINTE DR AVENTURA FL 33180,Condominium,Issued,No,01-31-2027
CR23002895,"HAMILTON CONDOMINIUM ASSOCIATION, INC",1521 LENOX AVENUE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23002896,"SILVERCREST LAKE ESTATES HOMEOWNERS ASSOCIATION, INC.",15720 NW 157 TERR MIAMI LAKES FL 33016,Homeowner,Issued,No,01-31-2027
CR23002897,"KINGS CREEK VILLAGE ASSOCIATION, INC.",8333 SW 81 AVE. MIAMI FL 33143,Homeowner,Issued,No,01-31-2027
CR23002898,"PARC LOFTS CONDOMINIUM ASSOCIATION, INC.",1749 NE MIAMI COURT MIAMI FLORIDA 33132,Condominium,Issued,No,01-31-2027
CR23002899,THE MOORS VILLAGE HOMES MAINTENANCE ASSOC,17321 NW 66 CT HIALEAH FL 33015,Homeowner,Issued,No,01-31-2027
CR23002901,"WIND CONDOMINIUM ASSOCIATION, INC.",350 SOUTH MIAMI AVE MIAMI FLORIDA 33130,Condominium,Issued,No,01-31-2027
CR23002902,"LINCOLN BAY TOWERS ASSOCIATION, INC.",1450 LINCOLN ROAD MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23002903,"NIRVANA CONDOMINIUM NO. ONE ASSOCIATION, INC.",703 NE 63RD STREET MIAMI FL 33138,Condominium,Issued,No,01-31-2027
CR23002904,"ANTILLES AT ISLANDS AT DORAL NEIGHBORHOOD ASSOCIATION, INC.",7950 NW 108 AVENUE DORAL FL 33178,Homeowner,Issued,No,01-31-2027
CR23002905,"THE MOORS TOWNVILLAS MAITENANCE ASSOCIATION, INC.",17321 NW 66 CT HIALEAH FL 33015,Homeowner,Issued,No,01-31-2027
CR23002906,"THE GRAND VENETIAN CONDOMINIUM ASSOCIATION, INC.",10 VENETIAN WAY MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23002907,"CANARIAS AT DOWNTOWN DORAL HOMEOWNERS ASSOCIATION, INC.",4651 NW 82 AVE DORAL FL 33166,Homeowner,Abandoned,No,
CR23002908,DORAL ISLES COMMUNITY ASSOCIATION INC.,6450 NW 110TH AVE DORAL FLORIDA 33178,Master Association,Issued,No,01-31-2027
CR23002909,"THE COURTS AT DORAL ISLES CONDOMINIUM ASSOCIATION, INC.",6312 NW 114 AVENUE MIAMI FL 33178,Condominium,Issued,No,01-31-2027
CR23002910,"PINE TOWER CONDOMINIUM ASSOCIATION, INC.",16508 NE 26TH AVE NORTH MIAMI BEACH FL 33160,Condominium,Expired,Yes,01-31-2026
CR23002911,"ASIA CONDOMINIUM ASSOCIATION, INC.",900 BRICKELL KEY BLVD MIAMI FLORIDA 33131,Condominium,Issued,No,01-31-2027
CR23002912,"VINTAGE ESTATES COMMUNITY ASSOCIATION, INC.",7001 NW 106 AVE DORAL FL 33178,Homeowner,Issued,No,01-31-2027
CR23002913,"POLYNESIAN AT ISLANDS AT DORAL NEIGHORHOOD ASSOCIATION, INC.",11301 NW 75TH LN MIAMI FLORIDA 33178,Homeowner,Issued,No,01-31-2027
CR23002916,"TURNBERRY TOWERS CONDOMINIUM ASSOCIATION, INC.",19355 TURBERRY WAY AVENTURA FL 33180,Condominium,Issued,No,01-31-2027
CR23002917,"ARTESA COMMUNITY ASSOCIATION, INC.",11590 SW 248 LANE HOMESTEAD FLORIDA 33032,Homeowner,Issued,No,01-31-2027
CR23002918,"OLSEN HOTEL CONDOMINIUM ASSOCIATION, INC.",7300 OCEAN TER MIAMI BEACH FL 33141,Condominium,Issued,No,01-31-2027
CR23002919,"NIRVANA CONDOMINIUM NO. THREE ASSOCIATION, INC",750 NE 64TH STREET MIAMI FL 33138,Condominium,Issued,No,01-31-2027
CR23002920,"FOREST COVE ASSOCIATION, INC.",6680 SW 54TH LANE MIAMI LAKES FLORIDA 33014,Homeowner,Issued,No,01-31-2027
CR23002921,"SERENITY POINT HOMEOWNER'S ASSOCIATION, INC.",14442 NW 87 CT MIAMI LAKES FLORIDA 33014,Homeowner,Issued,No,01-31-2027
CR23002922,"VISTA LAGO AT THE HAMMOCKS CONDOMINIUM ASSOCIATION, INC.",10571 SW 156 PLACE MIAMI FL 33196,Condominium,Issued,No,01-31-2027
CR23002923,"PINE VISTA COMMUNITY ASSOCIATION, INC.",28550 SW 133 CT HOMESTEAD FLORIDA 33033,Homeowner,Expired,Yes,01-31-2026
CR23002924,"MANDARIN LAKES COMMUNITY ASSOCIATION, INC.",27347 SW 143 CT HOMESTEAD FLORIDA 33032,Homeowner,Issued,No,01-31-2027
CR23002925,PALAZZO DEL MARE AT FISHER ISLAND CONDO NO ONE ASSN INC,7100 FISHER ISLAND DR MIAMI FL 33109,Condominium,Issued,No,01-31-2027
CR23002926,"CARMEL FOREST HOMEOWNERS ASSOCIATION, INC.",3600 SW 57TH AVENUE MIAMI LAKES FLORIDA 33155,Homeowner,Issued,No,01-31-2027
CR23002927,"PARADISE GARDENS NARANJA HOMEOWNERS ASSOCIATION, INC.",26017 S. DIXIE HIGHWAY HOMESTEAD FLORIDA 33032,Homeowner,Issued,No,01-31-2027
CR23002928,MENDOZA VILLAGE CONDO ASSN INC,115 MENDOZA AVENUE CORAL GABLES FL 33134,Condominium,Issued,No,01-31-2027
CR23002929,"SPINNAKER BAY TOWNHOMES COMMUNITY ASSOCIATION, INC.",21075 NE 34 AVE HOLLYWOOD FL 33180,Condominium,Issued,No,01-31-2027
CR23002930,"300 COLLINS CONDOMINIUM ASSOCIATION, INC.",300 COLLINS AVENUE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23002931,"SEACOAST 5151 CONDOMINIUM ASSOCIATION, INC.",5151 COLLINS AVE MIAMI BEACH FLORIDA 33140,Condominium,Issued,No,01-31-2027
CR23002932,"BONITA GOLF VIEW TOWNVILLAS PROPERTY OWNERS ASSOCIATION, INC.",7105 NW 173 DR MIAMI LAKES FLORIDA 33014,Master Association,Issued,No,01-31-2027
